4698830001635886|12|2027|000
4698830001630127|12|2027|000
4698830001635126|12|2027|000
4698830001638765|12|2027|000
4698830001634061|12|2027|000
4698830001636447|12|2027|000
4698830001636603|12|2027|000
4698830001634673|12|2027|000
4698830001632487|12|2027|000
4698830001632321|12|2027|000
4698830001631737|12|2027|000
4698830001633303|12|2027|000
4698830001638377|12|2027|000
4698830001632156|12|2027|000
4698830001636058|12|2027|000
4698830001635753|12|2027|000
4698830001637734|12|2027|000
4698830001637585|12|2027|000
4698830001637171|12|2027|000
4698830001631752|12|2027|000
4698830001637643|12|2027|000
4698830001633048|12|2027|000
4698830001636447|12|2027|000
4698830001633071|12|2027|000
4698830001638674|12|2027|000
4698830001636025|12|2027|000
4698830001634210|12|2027|000
4698830001634673|12|2027|000
4698830001633352|12|2027|000
4698830001634525|12|2027|000
4698830001633618|12|2027|000
4698830001637775|12|2027|000
4698830001636512|12|2027|000
4698830001631711|12|2027|000
4698830001638203|12|2027|000
4698830001631208|12|2027|000
4698830001636173|12|2027|000
4698830001634228|12|2027|000
4698830001635332|12|2027|000
4698830001631430|12|2027|000
4698830001636447|12|2027|000
4698830001638856|12|2027|000
4698830001637726|12|2027|000
4698830001637528|12|2027|000
4698830001631224|12|2027|000
4698830001634616|12|2027|000
4698830001638666|12|2027|000
4698830001636843|12|2027|000
4698830001636272|12|2027|000
4698830001636561|12|2027|000
4698830001635480|12|2027|000
4698830001630283|12|2027|000
4698830001631612|12|2027|000
4698830001638468|12|2027|000
4698830001634046|12|2027|000
4698830001630846|12|2027|000
4698830001634772|12|2027|000
4698830001634475|12|2027|000
4698830001636843|12|2027|000
4698830001632131|12|2027|000
4698830001635555|12|2027|000
4698830001630366|12|2027|000
4698830001638575|12|2027|000
4698830001632701|12|2027|000
4698830001632560|12|2027|000
4698830001636868|12|2027|000
4698830001638187|12|2027|000
4698830001637148|12|2027|000
4698830001630143|12|2027|000
4698830001637437|12|2027|000
4698830001635746|12|2027|000
4698830001631281|12|2027|000
4698830001634616|12|2027|000
4698830001635274|12|2027|000
4698830001635282|12|2027|000
4698830001630028|12|2027|000
4698830001632107|12|2027|000
4698830001632545|12|2027|000
4698830001633584|12|2027|000
4698830001636843|12|2027|000
4698830001637668|12|2027|000
4698830001636587|12|2027|000
4698830001632586|12|2027|000
4698830001631307|12|2027|000
4698830001632636|12|2027|000
4698830001634244|12|2027|000
4698830001630705|12|2027|000
4698830001633410|12|2027|000
4698830001631240|12|2027|000
4698830001634863|12|2027|000
4698830001634780|12|2027|000
4698830001637122|12|2027|000
4698830001633865|12|2027|000
4698830001634426|12|2027|000
4698830001634582|12|2027|000
4698830001633725|12|2027|000
4698830001638013|12|2027|000
4698830001634574|12|2027|000
4698830001633386|12|2027|000
